code,fullname,firsname,lastname,MaritalStatus,Gender,YearlyIncome,Education,Occupation
13415,,Marcus,Rogers,S,M,100000,Graduate Degree,Management
13416,,Richard,Roberts,S,M,110000,Graduate Degree,Management
13417,,Ian,Cox,M,M,110000,Graduate Degree,Management
13418,,Devin,Cox,M,M,90000,Partial College,Professional
13419,,Lauren,Coleman,M,F,90000,Partial College,Professional
13420,,Jordan,Turner,M,F,120000,Bachelors,Management
13421,,Alyssa,Patterson,M,F,130000,Graduate Degree,Management
13422,,Jacqueline,Washington,S,F,160000,Graduate Degree,Management
13423,,Alex,Peterson,S,M,80000,Bachelors,Management
13424,,Jasmine,Thomas,M,F,90000,Partial College,Professional
13425,,Jose,Garcia,M,M,90000,Partial College,Professional
13426,,Taylor,Williams,S,F,110000,Bachelors,Management
13427,,Connor,Winston,S,M,130000,Bachelors,Management
13428,,Marcus,Ramirez,M,M,130000,Bachelors,Management
13429,,Gabrielle,Washington,M,F,150000,Bachelors,Management
13430,,Edward,Griffin,M,M,150000,Bachelors,Management
13431,,Bryan,James,M,M,70000,Partial College,Professional
13432,,Dalton,Wood,S,M,80000,Partial College,Professional
13433,,Jessie,Vazquez,S,F,90000,Partial College,Professional
13434,,Kaitlyn,Wright,S,F,50000,Graduate Degree,Management
13435,,Tracy,Pal,M,F,70000,Graduate Degree,Management
13436,,Gail,Griffin,S,F,90000,Partial College,Professional
13437,,Ethan,Flores,M,M,90000,Partial College,Professional
13438,,Chloe,Griffin,S,F,90000,Partial College,Professional
13439,,Arturo,Lin,M,M,110000,Bachelors,Management
13440,,Sydney,Miller,S,F,80000,Partial College,Professional
13441,,Omar,Zhang,M,M,90000,Partial College,Professional
13442,,Paula,Vazquez,S,F,90000,Partial College,Professional
13443,,Jasmine,White,M,F,100000,Partial College,Professional
13444,,Abby,Lopez,S,F,110000,Bachelors,Management
13445,,Logan,Davis,M,M,120000,Partial College,Professional
13446,,Katelyn,Scott,S,F,120000,Partial College,Professional
13447,,Destiny,Cox,M,F,130000,Bachelors,Management
13448,,Catherine,Ward,M,F,130000,Bachelors,Management
13449,,Jerome,Diaz,S,M,80000,Partial College,Professional
13450,,Victoria,Jones,S,F,90000,High School,Professional
13451,,Robin,Browning,M,F,110000,Partial College,Professional
13452,,Kaitlyn,Evans,M,F,130000,Bachelors,Management
13453,,Amanda,Howard,M,F,130000,Bachelors,Management
13454,,Benjamin,Griffin,M,M,130000,Bachelors,Management
13455,,Kaitlyn,Bryant,M,F,130000,Bachelors,Management
13456,,Sydney,Hernandez,S,F,80000,Partial High School,Skilled Manual
13457,,Eric,Henderson,M,M,60000,High School,Professional
13458,,Joan,James,M,F,60000,High School,Professional
13459,,Devin,Foster,M,M,60000,High School,Professional
13460,,Jasmine,Walker,S,F,80000,Partial High School,Skilled Manual
13461,,Anthony,Jones,S,M,130000,Graduate Degree,Management
13462,,Jay,Sara,S,M,50000,Graduate Degree,Management
13463,,Tammy,Sara,M,F,60000,Graduate Degree,Management
13464,,Martha,Hu,M,F,70000,Graduate Degree,Management
13465,,Sydney,Campbell,M,F,100000,Graduate Degree,Management
13466,,Bryce,James,M,M,80000,Partial College,Professional
13467,,Kristopher,Martinez,S,M,90000,High School,Professional
13468,,Mariah,Sanders,S,F,100000,Partial College,Professional
13469,,Bryce,Bailey,S,M,100000,Partial College,Professional
13470,,Jaclyn,Jai,S,F,100000,Partial College,Professional
13471,,Eric,Bryant,M,M,120000,High School,Professional
13472,,Simon,Pearson,M,M,80000,Partial High School,Skilled Manual
13473,,Logan,Hill,M,M,80000,Partial High School,Skilled Manual
13474,,Elizabeth,Hall,M,F,60000,Partial High School,Skilled Manual
13475,,Charles,Allen,M,M,60000,Partial High School,Skilled Manual
13476,,Timothy,Hall,M,M,60000,Partial High School,Skilled Manual
13477,,Katherine,Wood,M,F,70000,High School,Professional
13478,,Alexia,Coleman,S,F,70000,High School,Professional
13479,,Katelyn,Rogers,S,F,70000,Graduate Degree,Management
13480,,Anna,Rodriguez,S,F,70000,Graduate Degree,Management
13481,,Hunter,Hernandez,M,M,70000,Graduate Degree,Management
13482,,Haley,Bryant,M,F,40000,Partial College,Professional
13483,,Christian,Lal,M,M,40000,Partial College,Professional
13484,,Marcus,Martinez,S,M,110000,Graduate Degree,Management
13485,,Thomas,Allen,M,M,130000,Graduate Degree,Management
13486,,Rebekah,Gomez,S,F,130000,Bachelors,Management
13487,,Emily,Martin,M,F,150000,Graduate Degree,Management
13488,,Laura,Guo,M,F,120000,Graduate Degree,Management
13489,,Jennifer,Walker,M,F,90000,Bachelors,Management
13490,,Edward,Rodriguez,M,M,120000,Graduate Degree,Management
13491,,Natalie,Howard,M,F,120000,Graduate Degree,Management
13492,,Christian,Foster,M,M,130000,Bachelors,Management
13493,,Valerie,Zhao,M,F,10000,Graduate Degree,Manual
13494,,Byron,Gutierrez,S,M,10000,Graduate Degree,Manual
13495,,Micheal,Alvarez,M,M,20000,Graduate Degree,Clerical
13496,,Lucas,Morris,M,M,20000,Graduate Degree,Clerical
13497,,Deborah,Sharma,M,F,20000,Graduate Degree,Clerical
13498,,Joel,Mehta,S,M,30000,Graduate Degree,Clerical
13499,,Olivia,Cox,S,F,30000,Graduate Degree,Clerical
13500,,Molly,Vance,M,F,10000,Bachelors,Manual
13501,,Clayton,Zhu,M,M,10000,Bachelors,Manual
13502,,Deborah,Nara,S,F,10000,Bachelors,Manual
13503,,Theodore,Gomez,M,M,10000,Partial College,Manual
13504,,Beth,Alonso,M,F,10000,Partial College,Manual
13505,,Jamie,Cai,M,F,10000,Partial College,Manual
13506,,Willie,Guo,S,M,10000,Partial College,Manual
13507,,Margaret,Patterson,M,F,10000,Partial College,Manual
13508,,Cassandra,Sanchez,M,F,20000,Graduate Degree,Clerical
13509,,Lucas,Johnson,M,M,30000,Graduate Degree,Clerical
13510,,Jon,Shen,M,M,10000,Partial College,Manual
13511,,Ernest,Liu,S,M,10000,Partial College,Manual
13512,,Ken,Sánchez,M,F,10000,Partial College,Manual
13513,,Abigail,Henderson,M,F,30000,Bachelors,Clerical
13514,,Lindsay,Luo,S,F,10000,Partial College,Manual
13515,,Cara,Liang,M,F,20000,Partial College,Manual
13516,,Harold,Ray,M,M,30000,Bachelors,Clerical
13517,,Nicolas,Sharma,S,M,30000,Bachelors,Clerical
13518,,Brendan,Goldstein,S,M,10000,Partial College,Manual
13519,,Lucas,Foster,S,M,10000,Partial College,Manual
13520,,Carol,Nelson,S,F,10000,Partial College,Manual
13521,,Sandra,Lu,S,F,10000,Partial College,Manual
13522,,Logan,Taylor,S,M,10000,High School,Manual
13523,,Adrienne,Ruiz,S,F,10000,High School,Manual
13524,,Cheryl,Blanco,M,F,20000,Bachelors,Clerical
13525,,Cassandra,Van,M,F,20000,Bachelors,Clerical
13526,,Krystal,Liu,M,F,20000,Bachelors,Clerical
13527,,Tonya,Andersen,M,F,20000,Partial College,Manual
13528,,Carmen,Lopez,M,F,20000,Partial College,Manual
13529,,Pamela,Martinez,S,F,20000,Partial College,Manual
13530,,Krystal,Chen,M,F,40000,Graduate Degree,Clerical
13531,,Tyrone,Gutierrez,M,M,30000,Graduate Degree,Clerical
13532,,Melody,Gill,M,F,30000,Graduate Degree,Clerical
13533,,Eduardo,Butler,S,M,30000,Graduate Degree,Clerical
13534,,Beth,Navarro,M,F,30000,Graduate Degree,Clerical
13535,,Omar,Nara,S,M,20000,Partial College,Manual
13536,,Arianna,Ward,S,F,10000,High School,Manual
13537,,Jill,Moreno,S,F,10000,High School,Manual
13538,,Vanessa,Henderson,S,F,20000,Partial College,Manual
13539,,Roger,Guo,S,M,30000,Graduate Degree,Clerical
13540,,Paula,Ortega,M,F,40000,Graduate Degree,Clerical
13541,,Ashlee,Xu,M,F,40000,Graduate Degree,Clerical
13542,,Sharon,Kumar,M,F,30000,Bachelors,Clerical
13543,,Phillip,Rana,S,M,30000,Bachelors,Clerical
13544,,Joy,Martin,S,F,20000,Partial College,Manual
13545,,Brad,Sharma,M,M,30000,Bachelors,Clerical
13546,,Mitchell,Jai,M,M,30000,Bachelors,Clerical
13547,,Michele,Jimenez,S,F,10000,High School,Manual
13548,,Bridget,Jai,M,F,30000,Bachelors,Clerical
13549,,Richard,King,S,M,10000,High School,Manual
13550,,Joe,Malhotra,S,M,20000,Partial College,Manual
13551,,Jacob,Lee,M,M,30000,Bachelors,Clerical
13552,,Trevor,Hughes,S,M,30000,Bachelors,Clerical
13553,,Jessica,Coleman,M,F,30000,Bachelors,Clerical
13554,,Paula,Moreno,M,F,30000,Bachelors,Clerical
13555,,Tammy,Smith,M,F,40000,Graduate Degree,Clerical
13556,,Alisha,Nath,S,F,40000,Graduate Degree,Clerical
13557,,Stacey,Liu,M,F,40000,Graduate Degree,Clerical
13558,,Karen,Lu,M,F,40000,Graduate Degree,Clerical
13559,,Lori,Ramos,S,F,50000,Graduate Degree,Skilled Manual
13560,,Andres,Shan,M,M,50000,Graduate Degree,Skilled Manual
13561,,Gary,Navarro,M,M,50000,Graduate Degree,Skilled Manual
13562,,Bryant,Van,S,M,50000,Graduate Degree,Skilled Manual
13563,,Phillip,Sai,M,M,50000,Graduate Degree,Skilled Manual
13564,,Sabrina,Blanco,M,F,10000,Partial College,Manual
13565,,Tiffany,Zhao,M,F,10000,Partial College,Manual
13566,,Mikael,Sandberg,S,F,10000,High School,Manual
13567,,Anne,Rubio,M,F,10000,High School,Manual
13568,,Max,Jimenez,M,M,10000,High School,Manual
13569,,Marcus,Hall,S,M,10000,High School,Manual
13570,,Benjamin,Jackson,S,M,10000,High School,Manual
13571,,Allen,Mehta,M,M,10000,High School,Manual
13572,,Shaun,Deng,S,M,10000,High School,Manual
13573,,Edwin,Pal,M,M,20000,Partial College,Manual
13574,,Brenda,Garcia,S,F,20000,Partial College,Manual
13575,,Alicia,Shen,M,F,70000,High School,Professional
13576,,Tamara,Lal,S,F,160000,Bachelors,Management
13577,,Theodore,Torres,M,M,70000,High School,Professional
13578,,Karl,Nath,M,M,70000,High School,Professional
13579,,Alan,Chen,M,M,110000,Bachelors,Management
13580,,Carol,Xu,M,F,110000,Bachelors,Management
13581,,Albert,Blanco,M,M,130000,Partial College,Professional
13582,,Martha,Gao,M,F,130000,Partial College,Professional
13583,,Blake,Butler,S,M,90000,High School,Professional
13584,,Isaiah,Cox,S,M,70000,High School,Professional
13585,,Savannah,Morris,M,F,80000,Partial College,Professional
13586,,Larry,Alonso,M,M,80000,Partial College,Professional
13587,,Kristina,Subram,S,F,100000,High School,Professional
13588,,Deb,Dominguez,M,F,130000,Partial College,Professional
13589,,Cameron,Smith,S,M,90000,Partial College,Professional
13590,,Louis,Xie,M,M,170000,Bachelors,Management
13591,,Latasha,Alonso,M,F,170000,Bachelors,Management
13592,,Gabriella,Collins,M,F,70000,Partial High School,Skilled Manual
13593,,Deanna,Navarro,S,F,100000,Partial College,Professional
13594,,Jessica,Williams,M,F,100000,Partial College,Professional
13595,,Cole,Stewart,S,M,70000,Partial High School,Skilled Manual
13596,,Billy,Gomez,M,M,80000,High School,Professional
13597,,Lance,Gutierrez,M,M,90000,High School,Professional
13598,,Keith,Luo,M,M,120000,Partial College,Professional
13599,,Valerie,Zhu,M,F,120000,Partial College,Professional
13600,,Marie,Sanz,M,F,170000,Partial College,Professional
13601,,Tanya,Dominguez,M,F,100000,Partial College,Management
13602,,Virginia,Mehta,M,F,110000,Partial College,Management
13603,,Molly,Martinez,M,F,120000,Partial College,Management
13604,,Nuan,Zheng,M,M,130000,High School,Management
13605,,Gerrit,Straatsma,M,M,80000,High School,Management
13606,,Drew,Sharma,M,M,100000,Partial College,Management
13607,,Levi,Rana,S,M,110000,High School,Management
13608,,Karla,Kumar,M,F,120000,High School,Management
13609,,Ramon,Yang,M,M,150000,High School,Management
13610,,Omar,Sharma,M,M,80000,High School,Management
13611,,Marshall,Huang,M,M,90000,High School,Management
13612,,Hailey,Ross,M,F,130000,Partial High School,Professional
13613,,Derek,Jai,M,M,60000,Bachelors,Professional
13614,,Julie,Becker,S,F,60000,Bachelors,Professional
13615,,Jacquelyn,Rowe,S,F,60000,Bachelors,Professional
13616,,Cole,Ramirez,M,M,70000,Bachelors,Professional
13617,,Gerald,Suri,M,M,70000,Bachelors,Professional
13618,,Jay,Raman,S,M,70000,Bachelors,Professional
13619,,Arturo,Xu,M,M,70000,Bachelors,Professional
13620,,Damien,Ye,S,M,70000,Bachelors,Professional
13621,,Melody,Ruiz,M,F,60000,Bachelors,Professional
13622,,Alan,Wang,M,M,70000,Partial High School,Professional
13623,,Mitchell,Carson,M,M,80000,Bachelors,Professional
13624,,Nicole,Long,S,F,80000,Bachelors,Professional
13625,,Jason,Campbell,M,M,90000,Bachelors,Professional
13626,,Johnathan,Madan,M,M,90000,Bachelors,Professional
13627,,Natasha,Rubio,M,F,80000,Bachelors,Professional
13628,,Kaitlin,Schmidt,M,F,110000,Partial College,Management
13629,,Karla,Yuan,M,F,90000,Bachelors,Professional
13630,,Brenda,Arun,S,F,90000,Bachelors,Professional
13631,,Joe,Subram,M,M,90000,Bachelors,Professional
13632,,Cheryl,Munoz,S,F,90000,Bachelors,Professional
13633,,Juan,Ramos,S,M,90000,Bachelors,Professional
13634,,Alexis,Russell,M,F,100000,High School,Management
13635,,Kurt,Deng,M,M,80000,Bachelors,Professional
13636,,Jarrod,Rodriguez,M,M,90000,Bachelors,Professional
13637,,Victoria,Cooper,M,F,110000,Partial College,Management
13638,,Diana,Alvarez,S,F,110000,High School,Management
13639,,Colin,Liang,M,M,100000,High School,Management
13640,,Rachael,Patel,M,F,100000,High School,Management
13641,,Adrian,Watson,S,M,90000,Bachelors,Professional
13642,,Cassie,Nara,M,F,100000,High School,Management
13643,,Ronald,Sai,S,M,100000,Partial High School,Professional
13644,,Kristi,Dominguez,M,F,100000,Partial High School,Professional
13645,,Eugene,He,S,M,100000,Partial High School,Professional
13646,,Terry,Yuan,M,M,110000,High School,Management
13647,,Armando,Alonso,S,M,120000,Partial High School,Professional
13648,,Arturo,Sharma,S,M,120000,Partial High School,Professional
13649,,Rebekah,Suarez,M,F,110000,Partial High School,Professional
13650,,Jessie,She,M,M,110000,Partial High School,Management
13651,,Jerry,Sharma,M,M,120000,Partial High School,Management
13652,,Tamara,Zeng,M,F,90000,Bachelors,Management
13653,,Tony,Chander,M,M,90000,Bachelors,Management
13654,,Shawn,Andersen,M,M,100000,Graduate Degree,Management
13655,,Christopher,Walker,M,M,100000,Graduate Degree,Management
13656,,Faith,Howard,M,F,110000,Graduate Degree,Management
13657,,Kaylee,Collins,S,F,110000,Graduate Degree,Management
13658,,Wyatt,Bennett,M,M,130000,Bachelors,Management
13659,,Clayton,Shan,M,M,130000,Bachelors,Management
13660,,Ethan,Davis,M,M,70000,Bachelors,Management
13661,,Andre,Sara,M,M,40000,Bachelors,Skilled Manual
13662,,Miguel,Roberts,S,M,20000,Partial High School,Manual
13663,,Melvin,Tang,S,M,10000,Partial High School,Manual
13664,,Larry,Diaz,S,M,10000,Partial High School,Manual
13665,,Kristi,Randall,M,F,10000,Partial High School,Manual
13666,,Teresa,Ruiz,S,F,20000,Partial High School,Manual
13667,,Andres,Deng,S,M,20000,Partial High School,Manual
13668,,Stanley,Martinez,M,M,60000,Bachelors,Professional
13669,,Kristy,Gill,M,F,60000,Bachelors,Professional
13670,,Brittney,Zeng,S,F,60000,Bachelors,Professional
13671,,Frank,Ramos,S,M,30000,Partial College,Clerical
13672,,Benjamin,Davis,S,M,20000,Partial High School,Manual
13673,,Sandra,He,S,F,20000,Partial High School,Manual
13674,,Drew,Shen,S,M,20000,Partial High School,Manual
13675,,Stanley,Sai,S,M,20000,Partial High School,Manual
13676,,George,Kapoor,M,M,20000,Partial High School,Manual
13677,,Brian,Albrecht,S,F,30000,High School,Manual
13678,,Warren,Goel,M,M,40000,Bachelors,Skilled Manual
13679,,Sandra,Li,M,F,40000,Bachelors,Skilled Manual
13680,,Jan,Watson,M,F,40000,Bachelors,Skilled Manual
13681,,Adam,Hall,S,M,30000,High School,Manual
13682,,Fernando,Lopez,S,M,30000,High School,Manual
13683,,Sheila,Torres,S,F,30000,High School,Manual
13684,,Francis,Dominguez,S,M,10000,Partial High School,Manual
13685,,Briana,Torres,M,F,40000,Bachelors,Skilled Manual
13686,,Peter,Jai,M,M,40000,Bachelors,Skilled Manual
13687,,Mario,Xie,M,M,40000,Bachelors,Skilled Manual
13688,,Ruben,Sanchez,S,M,50000,Graduate Degree,Skilled Manual
13689,,Teresa,Ramos,S,F,50000,Graduate Degree,Skilled Manual
13690,,Claudia,Gao,S,F,20000,Partial High School,Manual
13691,,Ariana,Bailey,S,F,40000,Partial College,Clerical
13692,,Curtis,Li,M,M,40000,Partial College,Clerical
13693,,Dominic,Gonzalez,S,M,20000,Partial High School,Manual
13694,,Savannah,Gray,S,F,30000,High School,Manual
13695,,Christian,Clark,S,M,30000,High School,Manual
13696,,Katherine,Edwards,S,F,40000,Partial College,Clerical
13697,,Jésus,Munoz,S,M,40000,Partial College,Clerical
13698,,Catherine,Sanchez,S,F,40000,Partial College,Clerical
13699,,Rachel,Alexander,S,F,40000,Partial College,Clerical
13700,,Evan,Howard,S,M,40000,Partial College,Clerical
13701,,Haley,Scott,S,F,40000,Partial College,Clerical
13702,,Jessie,Suarez,S,F,40000,Partial College,Clerical
13703,,Mackenzie,Sanders,S,F,30000,Graduate Degree,Skilled Manual
13704,,Victoria,Davis,S,F,30000,Graduate Degree,Skilled Manual
13705,,Blake,Mitchell,S,M,30000,Graduate Degree,Skilled Manual
13706,,Kaitlyn,Peterson,S,F,40000,Partial College,Clerical
13707,,Austin,Smith,M,M,40000,Partial College,Clerical
13708,,Jennifer,Bennett,S,F,60000,Graduate Degree,Skilled Manual
13709,,Zachary,Robinson,S,M,60000,Graduate Degree,Skilled Manual
13710,,Destiny,Harris,S,F,60000,Graduate Degree,Skilled Manual
13711,,Thomas,Mitchell,S,M,60000,Graduate Degree,Skilled Manual
13712,,Nancy,Martinez,S,F,60000,Graduate Degree,Skilled Manual
13713,,Alexander,Walker,S,M,60000,Graduate Degree,Skilled Manual
13714,,Amanda,Ward,M,F,20000,High School,Manual
13715,,Eduardo,Sanchez,M,M,30000,Bachelors,Skilled Manual
13716,,Brandon,Jai,M,M,30000,Bachelors,Skilled Manual
13717,,Audrey,Gill,M,F,30000,Bachelors,Skilled Manual
13718,,Marcus,Barnes,M,M,30000,Bachelors,Skilled Manual
13719,,Isaac,Carter,M,M,20000,Partial High School,Manual
13720,,Cameron,Johnson,M,M,20000,Partial High School,Manual
13721,,Lucas,Howard,S,M,20000,Partial High School,Clerical
13722,,Luke,Campbell,M,M,30000,High School,Manual
13723,,Leonard,Raje,M,M,30000,High School,Clerical
13724,,Charles,Thompson,M,M,40000,Partial College,Clerical
13725,,Nathan,Henderson,M,M,40000,Partial College,Clerical
13726,,Austin,Lewis,M,M,40000,Partial College,Clerical
13727,,Paula,Rubio,M,F,40000,Partial College,Clerical
13728,,Taylor,Stewart,M,F,40000,Partial College,Clerical
13729,,Jason,Li,M,M,40000,Partial College,Clerical
13730,,Walter,Suarez,M,M,40000,Partial College,Clerical
13731,,Jan,James,S,F,80000,Graduate Degree,Skilled Manual
13732,,Julian,Isla,S,F,80000,Graduate Degree,Skilled Manual
13733,,Sydney,Collins,M,F,40000,Partial College,Clerical
13734,,Kristi,Gonzalez,M,F,40000,Partial College,Clerical
13735,,Dennis,Guo,M,M,40000,Partial College,Clerical
13736,,Cole,Rivera,M,M,40000,Partial College,Clerical
13737,,Garrett,Sanders,M,M,40000,Partial College,Clerical
13738,,Jose,Young,M,M,40000,Partial College,Clerical
13739,,Jason,Coleman,M,M,40000,Partial College,Clerical
13740,,Jada,Ramirez,M,F,40000,Partial College,Clerical
13741,,Haley,Morgan,M,F,40000,Partial College,Clerical
13742,,Benjamin,Ross,M,M,40000,Partial College,Clerical
13743,,Isabella,Anderson,M,F,40000,Partial College,Clerical
13744,,Alvin,Andersen,M,M,40000,Partial College,Clerical
13745,,Andrew,Robinson,M,M,40000,Partial College,Clerical
13746,,Janelle,Madan,M,F,40000,Partial College,Clerical
13747,,Brian,Torres,M,M,40000,Partial College,Clerical
13748,,José,Martinez,M,M,80000,Graduate Degree,Skilled Manual
13749,,Julio,Alonso,M,M,80000,Graduate Degree,Skilled Manual
13750,,Raymond,Sai,M,M,80000,Graduate Degree,Skilled Manual
13751,,Allison,Rivera,S,F,80000,Graduate Degree,Skilled Manual
13752,,Isabella,Parker,S,F,80000,Graduate Degree,Skilled Manual
13753,,Rebecca,Nicholls,S,F,80000,Graduate Degree,Skilled Manual
13754,,Paige,Peterson,S,F,80000,Graduate Degree,Skilled Manual
13755,,Luke,Roberts,S,M,60000,Graduate Degree,Skilled Manual
13756,,Kaylee,Young,S,F,60000,Graduate Degree,Skilled Manual
13757,,Jordyn,Griffin,S,F,60000,Graduate Degree,Skilled Manual
13758,,Alexandria,Bell,S,F,60000,Graduate Degree,Skilled Manual
13759,,Jackson,Scott,M,M,60000,Graduate Degree,Skilled Manual
13760,,Brian,Cooper,M,M,60000,Graduate Degree,Skilled Manual
13761,,Logan,Powell,M,M,60000,Graduate Degree,Skilled Manual
13762,,Gavin,Long,M,M,60000,Graduate Degree,Skilled Manual
13763,,Stephanie,Richardson,S,F,60000,Graduate Degree,Skilled Manual
13764,,Stephanie,Parker,M,F,20000,Partial College,Manual
13765,,Jaime,Shen,M,M,30000,Bachelors,Clerical
13766,,Joe,Gill,M,M,30000,Bachelors,Clerical
13767,,Linda,Jimenez,S,F,30000,Bachelors,Clerical
13768,,Ross,Munoz,M,M,40000,Graduate Degree,Clerical
13769,,Brendan,Kumar,M,M,40000,Graduate Degree,Clerical
13770,,Gerald,Moreno,M,M,40000,Graduate Degree,Clerical
13771,,Victor,Moreno,S,M,40000,Graduate Degree,Clerical
13772,,Michele,Perez,M,F,40000,Bachelors,Clerical
13773,,Dana,Blanco,M,F,10000,Partial High School,Manual
13774,,Steve,Guo,S,M,10000,Partial High School,Manual
13775,,Patricia,Subram,S,F,10000,Partial High School,Manual
13776,,Miguel,Carter,M,M,30000,Bachelors,Clerical
13777,,Manuel,Perez,M,M,30000,Bachelors,Clerical
13778,,Roger,Huang,M,M,30000,Bachelors,Clerical
13779,,Manuel,Garcia,S,M,10000,Partial High School,Manual
13780,,Monica,Perez,M,F,20000,High School,Manual
13781,,Dominique,Patel,M,F,40000,Bachelors,Clerical
13782,,Kelli,Lu,M,F,40000,Bachelors,Clerical
13783,,Logan,Wright,M,M,40000,Bachelors,Clerical
13784,,Spencer,Griffin,S,M,20000,High School,Manual
13785,,Clayton,She,S,M,30000,Bachelors,Clerical
13786,,Jon,Chavez,S,M,30000,Bachelors,Clerical
13787,,Glenn,Cai,M,M,30000,Bachelors,Clerical
13788,,Kari,Fernandez,M,F,30000,Bachelors,Clerical
13789,,Julie,Shan,S,F,10000,Partial High School,Manual
13790,,Nina,Deng,S,F,20000,High School,Manual
13791,,Audrey,Martin,S,F,20000,High School,Manual
13792,,Charles,Taylor,S,M,20000,High School,Manual
13793,,Jason,Gonzales,M,M,30000,Bachelors,Skilled Manual
13794,,Mallory,Martin,S,F,20000,High School,Manual
13795,,Carl,Raje,S,M,20000,High School,Manual
13796,,Martha,Zheng,M,F,10000,Partial High School,Manual
13797,,Franklin,Gao,M,M,20000,High School,Manual
13798,,Tammy,Randall,S,F,20000,High School,Manual
13799,,Bryan,Bailey,S,M,30000,Partial College,Manual
13800,,Logan,Li,M,M,30000,Partial College,Manual
13801,,Colleen,Andersen,S,F,30000,Partial College,Clerical
13802,,Tina,Subram,M,F,20000,Partial College,Clerical
13803,,Krystal,Zheng,M,F,40000,Graduate Degree,Skilled Manual
13804,,Dawn,Luo,M,F,40000,Bachelors,Skilled Manual
13805,,Gabriel,Hernandez,M,M,40000,Bachelors,Skilled Manual
13806,,Bryant,Mehta,M,M,30000,Partial College,Clerical
13807,,Frederick,Rana,S,M,30000,Partial College,Clerical
13808,,Richard,Perez,S,M,30000,Partial College,Clerical
13809,,Lisa,Zhou,M,F,40000,Bachelors,Skilled Manual
13810,,Vanessa,Barnes,M,F,40000,Bachelors,Skilled Manual
13811,,Sandra,Chen,S,F,30000,Partial College,Clerical
13812,,Joanna,Munoz,S,F,30000,Partial College,Clerical
13813,,Kristen,Sun,M,F,30000,Partial College,Clerical
13814,,Sarah,Walker,S,F,30000,Partial College,Clerical
13815,,Lacey,Lin,S,F,30000,Partial College,Clerical
13816,,Marissa,Henderson,S,F,30000,Partial College,Clerical
13817,,Jenny,Huang,S,F,20000,High School,Manual
13818,,Dawn,Chander,S,F,20000,High School,Manual
13819,,Max,Gill,S,M,20000,High School,Manual
13820,,Danny,Alvarez,M,M,40000,Bachelors,Skilled Manual
13821,,Allen,Lopez,M,M,40000,Bachelors,Skilled Manual
13822,,Jay,Moyer,M,M,40000,Bachelors,Skilled Manual
13823,,Margaret,Zheng,M,F,40000,Bachelors,Skilled Manual
13824,,Destiny,Wood,S,F,30000,Partial College,Clerical
13825,,Kelvin,Ma,S,M,30000,Partial College,Clerical
13826,,Candice,He,S,F,30000,Partial College,Clerical
13827,,Nathan,Harris,M,M,30000,Partial College,Clerical
13828,,Jessie,Travers,S,F,30000,Partial College,Clerical
13829,,Randall,Carlson,S,M,30000,Partial College,Clerical
13830,,Andrea,Cox,S,F,30000,Partial College,Clerical
13831,,Eddie,Alvarez,S,M,20000,High School,Manual
13832,,Priscilla,Raji,S,F,20000,High School,Manual
13833,,Noah,Lewis,S,M,20000,High School,Manual
13834,,Naomi,Suarez,S,F,20000,High School,Manual
13835,,Hailey,Brooks,S,F,20000,High School,Manual
13836,,Dominic,Sara,S,M,30000,Partial College,Clerical
13837,,Alyssa,Lee,S,F,30000,Partial College,Clerical
13838,,Jill,Rubio,S,F,30000,Partial College,Clerical
13839,,Manuel,Madan,S,M,10000,Partial High School,Manual
13840,,Tommy,Pal,M,M,10000,Partial High School,Manual
13841,,Clayton,Kumar,S,M,20000,Partial High School,Manual
13842,,Kenneth,Xie,S,M,20000,Partial High School,Manual
13843,,Warren,Xie,S,M,30000,Partial College,Clerical
13844,,Phillip,Mehta,S,M,30000,Partial College,Clerical
13845,,Shawn,Nara,M,M,40000,Bachelors,Skilled Manual
13846,,Lisa,Zheng,M,F,40000,Bachelors,Skilled Manual
13847,,Kurt,Tang,M,M,40000,Bachelors,Skilled Manual
13848,,Melissa,Blue,S,F,40000,Partial College,Clerical
13849,,Preston,Rodriguez,S,M,40000,Partial College,Clerical
13850,,Anthony,Thompson,S,M,40000,Graduate Degree,Skilled Manual
13851,,Seth,Moore,S,M,40000,Graduate Degree,Skilled Manual
13852,,Ian,Robinson,S,M,50000,Graduate Degree,Skilled Manual
13853,,Connor,Zhang,S,M,50000,Graduate Degree,Skilled Manual
13854,,Kyle,Parker,M,M,50000,Graduate Degree,Skilled Manual
13855,,Sarah,Washington,S,F,50000,Graduate Degree,Skilled Manual
13856,,Ian,Scott,S,M,40000,High School,Skilled Manual
13857,,Victoria,Thompson,M,F,60000,Graduate Degree,Skilled Manual
13858,,Melanie,Richardson,M,F,60000,Graduate Degree,Skilled Manual
13859,,Kristin,Deng,M,F,60000,Graduate Degree,Skilled Manual
13860,,Olivia,Watson,M,F,40000,Graduate Degree,Skilled Manual
13861,,Hailey,Rogers,M,F,60000,Graduate Degree,Skilled Manual
13862,,Andrew,Walker,M,M,60000,Graduate Degree,Skilled Manual
13863,,Kevin,Long,M,M,60000,Graduate Degree,Skilled Manual
13864,,Robin,Torres,M,F,60000,Graduate Degree,Skilled Manual
13865,,Mariah,Foster,M,F,70000,Graduate Degree,Professional
13866,,Mya,Butler,M,F,70000,Graduate Degree,Professional
